,train_acc,train_loss,train_make_acc,train_time,train_type_acc,val_acc,val_loss,val_make_acc,val_time,val_type_acc
0,0.18195029001628213,4.726365485612084,0.24226191860404522,137.4715416431427,0.5097864432233002,0.36662106703146374,2.962435559629875,0.45442109190399205,42.8304877281189,0.6659619450317125
1,0.611904796651181,1.9019556871670134,0.593294850714943,137.1086528301239,0.7412465394419783,0.5898520084566596,1.8784465038158187,0.638975251834349,42.84746193885803,0.7579902997139659
2,0.7885329602834057,1.0066185527864624,0.7721113904434092,137.12168622016907,0.8276611139230868,0.7030220121875389,1.3918403783124442,0.7664469593334162,42.768401861190796,0.7231687601044646
3,0.8825630747220096,0.6062357467325294,0.8554797426742666,137.47808289527893,0.878904111464234,0.8476557642084318,0.6686170931236985,0.8874518094764333,42.85242462158203,0.9002611615470713
4,0.926348082282964,0.3713348226293045,0.9212010255193009,137.20881962776184,0.9178922031732166,0.8620818306180823,0.6119975392764487,0.8881979853252083,42.81573748588562,0.9255067777639597
5,0.953308858196525,0.2632841298575787,0.9441001770250937,137.2396903038025,0.939303259639179,0.8730257430667827,0.560793438981702,0.9174232060688969,42.84612560272217,0.9251336898395722
6,0.9689951230059651,0.18212210341794965,0.960416696527425,137.16926169395447,0.9600490496000823,0.8699166770302201,0.5874839414839068,0.9047382166397214,42.90266251564026,0.9136923268250218
7,0.9727941416203976,0.14759005361017496,0.9669117910020492,137.36792469024658,0.9694853197125828,0.9006342494714588,0.45117789837258987,0.9370725034199726,43.117552757263184,0.9461509762467355
8,0.9835609394837829,0.10273356489864562,0.976698199615759,139.5289409160614,0.9769608040942865,0.9103345355055341,0.38778062991183143,0.9553538117149608,43.253716230392456,0.9502549434149982
9,0.9877451090689968,0.07548247013747801,0.985171582111541,140.70935821533203,0.9823529560338048,0.9064792936201965,0.41939185211960095,0.9544832732247233,43.55566620826721,0.9436637234174854
10,0.9888480496318901,0.06738640483715297,0.9875000117017942,141.10719847679138,0.9866421687252381,0.9113294366372342,0.38945174443493463,0.9547319985076483,43.54558563232422,0.9536127347344857
